Fecha,PIB_growth,PIBpc_growth,Inflacion,Desempleo,Rating,VIX,Oro,Plata,Gas,OIS,y_regression,y_classification
2014-06-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,11.57,1279.1,19.892,9.77,0.4276266666666666,0.5,Estable
2014-07-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,16.95,1310.59,20.923,9.27,0.4275387096774193,0.5,Estable
2014-08-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,12.09,1295.13,19.736,9.14,0.4208064516129032,0.5,Estable
2014-09-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,16.31,1236.55,18.369,9.24,0.4324933333333333,0.5,Estable
2014-10-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,14.03,1222.49,17.163,9.77,0.4304838709677419,0.5,Estable
2014-11-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,13.33,1175.33,15.966,8.9,0.4310133333333333,0.5,Estable
2014-12-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,19.2,1200.62,16.295,9.83,0.4289612903225807,0.5,Estable
2015-01-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,20.97,1250.75,17.236,9.25,0.4327870967741935,0.5,Estable
2015-02-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,13.34,1227.08,16.787,8.27,0.4498214285714285,0.5,Estable
2015-03-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,15.29,1178.63,16.24,8.27,0.4568387096774193,0.5,Estable
2015-04-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,14.55,1198.93,16.341,6.77444566675,0.4574433333333333,0.5,Estable
2015-05-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,13.84,1198.63,16.833,6.68399731108,0.4618064516129032,0.5,Estable
2015-06-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,18.23,1181.5,16.075,6.66672592954,0.4571966666666666,0.5,Estable
