Fecha,tipo_oficial,OIS,Oro,Plata,Gas,VIX,PIB,PIBpc,Inflacion,Desempleo,Rating
2011-05-01,0.5,0.5,1512.58,37.3359,10.3,15.45,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2011-06-01,0.5,0.5,1529.36,35.795,10.26,16.52,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2011-07-01,0.6532258064516129,0.6532258064516129,1572.75,37.9171,10.99,25.25,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2011-08-01,0.75,0.75,1759.01,40.3313,10.81,31.62,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2011-09-01,0.75,0.75,1772.14,38.1545,10.85,42.96,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2011-10-01,0.75,0.75,1666.43,31.9748,11.42,29.96,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2011-11-01,0.5666666666666667,0.5666666666666667,1739.0,33.0818,11.32,27.8,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2011-12-01,0.3548387096774194,0.3548387096774194,1639.97,30.3032,11.53,23.4,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2012-01-01,0.25,0.25,1654.05,30.6509,11.45,19.44,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-02-01,0.25,0.25,1744.82,34.1405,11.12,18.43,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-03-01,0.25,0.25,1675.95,32.9532,11.97,15.5,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-04-01,0.25,0.25,1649.2,31.5255,11.42,17.15,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-05-01,0.25,0.25,1589.04,28.7196,11.64,24.06,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-06-01,0.25,0.25,1598.76,27.9836,11.49,17.08,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-07-01,0.08064516129032258,0.08064516129032258,1594.29,27.4318,11.13,18.93,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-08-01,0.0,0.0,1630.31,28.8002,11.18,17.47,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-09-01,0.0,0.0,1744.81,33.6085,11.08,15.73,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-10-01,0.0,0.0,1746.58,33.1874,11.58,18.6,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-11-01,0.0,0.0,1721.64,32.7732,11.83,15.87,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2012-12-01,0.0,0.0,1684.762,31.8745,11.79,18.02,2312436588991.6353,36113.06861596283,2.2777742334020084,10.014831325301204,8.09
2013-01-01,0.0,0.0,1671.84782608696,31.06173913043,11.87,14.28,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-02-01,0.0,0.0,1627.57,30.3288,11.77,15.51,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-03-01,0.0,0.0,1593.08619047619,28.79095238095,11.87,12.7,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-04-01,0.0,0.0,1487.85727272727,25.355,12.88,13.52,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-05-01,0.0,0.0,1414.02695652174,23.03826086957,12.29,16.3,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-06-01,0.0,0.0,1343.35,21.109,11.92,16.86,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-07-01,0.0,0.0,1285.51565217391,19.7102173913,11.6,13.45,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-08-01,0.0,0.0,1351.74181818182,21.89386363636,11.64,17.01,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-09-01,0.0,0.0,1348.6,22.5638,11.25,16.6,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-10-01,0.0,0.0,1316.58,21.917,11.37,13.75,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-11-01,0.0,0.0,1275.86,20.7576,11.42,13.7,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
2013-12-01,0.0,0.0,1221.5119047619,19.67,11.55,13.72,2313290074443.195,35994.122604792465,1.370585446628048,10.574650602409637,8.09
