Fecha,PIB_growth,PIBpc_growth,Inflacion,Desempleo,Rating,VIX,Oro,Plata,Gas,OIS,y_regression,y_classification
2008-06-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,23.95,889.488,16.969,12.67619047619,2.001,2.009677419354839,Estable
2008-07-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,22.94,939.772,18.0339,11.1487826087,2.009677419354839,1.996451612903226,Estable
2008-08-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,20.65,839.025,14.635,8.25,1.996451612903226,1.8116666666666668,Baja
2008-09-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,39.39,829.932,12.373,7.6945,1.8116666666666668,0.9693548387096774,Baja
2008-10-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,59.89,806.62,10.4413,6.7335,0.9693548387096774,0.3876666666666666,Baja
2008-11-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,55.28,760.863,9.8652,6.6745,0.3876666666666666,0.1551612903225806,Baja
2008-12-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,40.0,816.092,10.2857,5.7948,0.1551612903225806,0.1541935483870967,Estable
2009-01-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,44.84,858.69,11.2682,5.2414,0.1541935483870967,0.2221428571428571,Estable
2009-02-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,46.35,943.0,13.4125,4.519,0.2221428571428571,0.1806451612903225,Estable
2009-03-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,44.14,924.273,13.1168,3.9502,0.1806451612903225,0.1503333333333333,Estable
2009-04-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,36.5,890.2,12.4793,3.4998,0.1503333333333333,0.1774193548387097,Estable
2009-05-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,28.92,928.645,13.9838,3.81,0.1774193548387097,0.2063333333333333,Estable
2009-06-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,26.35,945.67,14.6543,3.8043,0.2063333333333333,0.1558064516129032,Estable
2009-07-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,25.92,934.228,13.3617,3.3902,0.1558064516129032,0.1603225806451612,Estable
2009-08-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,26.01,949.375,14.3567,3.1479,0.1603225806451612,0.1466666666666666,Estable
2009-09-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,25.61,996.591,16.3895,2.9616,0.1466666666666666,0.1180645161290322,Estable
2009-10-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,30.69,1043.159,17.2361,4.0232,0.1180645161290322,0.119,Estable
2009-11-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,24.51,1127.036,17.8213,3.6907,0.119,0.1180645161290322,Estable
2009-12-01,-2.576500229583678,-3.4268319378947587,-0.3555462662997474,9.254,9.5,21.68,1134.724,17.6422,5.3652,0.1180645161290322,0.11,Estable
2010-01-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,24.62,1117.963,17.749,5.8069,0.11,0.1264285714285714,Estable
2010-02-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,19.5,1095.413,15.873,5.3357,0.1264285714285714,0.164516129032258,Estable
2010-03-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,17.59,1113.337,17.1061,4.2924,0.164516129032258,0.1983333333333333,Estable
2010-04-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,22.05,1148.688,18.0623,4.0059,0.1983333333333333,0.2006451612903226,Estable
2010-05-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,32.07,1205.434,18.4333,4.156,0.2006451612903226,0.1766666666666666,Estable
2010-06-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,34.54,1232.92,18.4548,4.7948,0.1766666666666666,0.1825806451612903,Estable
2010-07-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,23.5,1192.966,17.9605,4.6266,0.1825806451612903,0.1893548387096774,Estable
2010-08-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,26.05,1215.81,18.3877,4.305,0.1893548387096774,0.1946666666666666,Estable
2010-09-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,23.7,1270.977,20.5498,3.9039,0.1946666666666666,0.1912903225806451,Estable
2010-10-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,21.2,1342.024,23.3933,3.4315,0.1912903225806451,0.1943333333333333,Estable
2010-11-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,23.54,1369.886,26.5409,3.72725,0.1943333333333333,0.1832258064516129,Estable
2010-12-01,2.6951925774444163,1.8299236937965535,1.640043442389904,9.633,9.5,17.75,1390.553,29.3248,4.2370952381,0.1832258064516129,0.1683870967741935,Estable
2011-01-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,19.53,1360.46,28.5086,4.4934,0.1683870967741935,0.1567857142857142,Estable
